patientid,firstname,lastname,middlename,ssn,phonenumber,gender,dateofbirth,address,modifieddate,source_hospital,unified_patient_id,insurance,email,email_valid,data_quality_flag,age,year,month,quarter,dayofweek
HOSP1-002672,Carl,Rice,E,875-55-4401,3067061621285,Male,1947-08-09,"4425 Francisco Course Apt. 138, South Tracy, NJ 54718",2020-05-17,hospital_a,A-HOSP1-002672,,,False,Invalid Email,78,2020,5,2,Sunday
HOSP1-002673,April,Sutton,Q,809-18-2891,8638413442,Female,1962-10-30,"91717 Kelsey Pines Suite 187, Port Renee, CT 36487",2024-02-21,hospital_a,A-HOSP1-002673,,,False,Invalid Email,62,2024,2,1,Wednesday
HOSP1-002674,Jerry,Cruz,L,833-47-7698,0012138225001993,Male,2024-10-03,"074 Smith Cliffs Suite 805, Lake Waynestad, PR 35116",2023-03-10,hospital_a,A-HOSP1-002674,,,False,Invalid Email,0,2023,3,1,Friday
HOSP1-002675,Keith,Sanchez,I,552-89-1236,8046203951,Male,1991-01-18,"32164 Kevin Crossroad, New Steven, KY 21877",2021-05-14,hospital_a,A-HOSP1-002675,,,False,Invalid Email,34,2021,5,2,Friday
HOSP1-002676,Matthew,Rodriguez,R,331-85-9617,5265376343300,Male,1983-01-21,"00393 Michelle Vista, New Cameron, SD 96159",2022-05-30,hospital_a,A-HOSP1-002676,,,False,Invalid Email,42,2022,5,2,Monday
HOSP1-002677,Brittney,Reyes,P,052-55-1135,264604738291749,Female,1992-01-28,"959 Lisa Squares Apt. 678, Brandonview, AL 51910",2021-05-07,hospital_a,A-HOSP1-002677,,,False,Invalid Email,33,2021,5,2,Friday
HOSP1-002678,Christopher,Baldwin,A,212-58-3863,6473387520,Female,1951-05-17,"3351 Patrick Tunnel Suite 820, Phelpston, MO 87767",2020-07-30,hospital_a,A-HOSP1-002678,,,False,Invalid Email,74,2020,7,3,Thursday
HOSP1-002679,Brandi,Davis,E,056-32-8116,567755233735576,Female,2018-07-29,"PSC 9079, Box 3391, APO AA 81399",2024-08-21,hospital_a,A-HOSP1-002679,,,False,Invalid Email,7,2024,8,3,Wednesday
HOSP1-002680,Sherri,Campbell,H,510-77-2027,354728433891539,Female,1963-02-07,"Unit 4215 Box 4484, DPO AE 12149",2021-06-18,hospital_a,A-HOSP1-002680,,,False,Invalid Email,62,2021,6,2,Friday
HOSP1-002681,Alec,Mahoney,Q,076-10-1892,17015909238,Female,2001-04-01,"1196 Lopez Spur, Port Kennethside, NE 41263",2022-12-27,hospital_a,A-HOSP1-002681,,,False,Invalid Email,24,2022,12,4,Tuesday
HOSP1-002682,Mary,Moody,L,466-93-1345,2897116139,Male,1941-04-27,"1947 Bates Bypass, Mistyland, ID 23374",2024-01-05,hospital_a,A-HOSP1-002682,,,False,Invalid Email,84,2024,1,1,Friday
HOSP1-002683,Dorothy,Wilson,D,689-48-9058,1467691141568049,Female,1966-08-23,"28501 Bradley Keys, New Nataliebury, VA 56824",2021-07-05,hospital_a,A-HOSP1-002683,,,False,Invalid Email,58,2021,7,3,Monday
HOSP1-002684,Michelle,Deleon,V,233-78-6588,001272856267540329,Male,1985-09-06,"USS Mathews, FPO AE 87681",2021-01-17,hospital_a,A-HOSP1-002684,,,False,Invalid Email,39,2021,1,1,Sunday
HOSP1-002685,Rhonda,Riley,O,548-49-4240,2627827051,Female,2015-07-28,"1818 Joshua Stream Apt. 404, East Waynefurt, OK 72104",2024-09-12,hospital_a,A-HOSP1-002685,,,False,Invalid Email,10,2024,9,3,Thursday
HOSP1-002686,Louis,Scott,I,589-09-3204,6646561345985,Male,1961-11-04,"PSC 2648, Box 5647, APO AA 75613",2024-06-22,hospital_a,A-HOSP1-002686,,,False,Invalid Email,63,2024,6,2,Saturday
HOSP1-002687,Phillip,Martin,Z,063-79-2276,470311779194028,Male,1966-06-10,"37603 Bishop Fall Apt. 385, Martinton, NJ 33366",2021-05-13,hospital_a,A-HOSP1-002687,,,False,Invalid Email,59,2021,5,2,Thursday
HOSP1-002688,Tristan,Rivera,I,715-60-9145,191497830484425,Female,1935-08-09,"2641 Sydney Forges, Marybury, IL 02570",2024-05-26,hospital_a,A-HOSP1-002688,,,False,Invalid Email,90,2024,5,2,Sunday
HOSP1-002689,Gail,Hansen,X,855-41-3327,89669119665737,Male,1990-03-03,"4772 Natalie Mountains, Cruzland, OH 39505",2020-11-15,hospital_a,A-HOSP1-002689,,,False,Invalid Email,35,2020,11,4,Sunday
HOSP1-002690,Julie,Nelson,A,691-93-1047,7926584694919,Female,2014-03-18,"238 Deanna Lake, Staceyside, HI 22289",2023-03-07,hospital_a,A-HOSP1-002690,,,False,Invalid Email,11,2023,3,1,Tuesday
HOSP1-002691,John,Martin,J,055-94-5393,001808807428637191,Male,1929-09-20,"74977 William Crest, Crystalhaven, NY 57096",2022-02-14,hospital_a,A-HOSP1-002691,,,False,Invalid Email,95,2022,2,1,Monday
HOSP1-002692,Amy,Myers,M,053-82-2462,86496065191366,Female,2004-07-14,"USCGC Rogers, FPO AP 73300",2021-05-21,hospital_a,A-HOSP1-002692,,,False,Invalid Email,21,2021,5,2,Friday
HOSP1-002693,Pamela,Jackson,A,088-39-4988,4913962278,Male,1931-04-20,"710 Perez Hills, West Mark, MD 12954",2020-11-07,hospital_a,A-HOSP1-002693,,,False,Invalid Email,94,2020,11,4,Saturday
HOSP1-002694,Kenneth,Young,G,469-39-8526,952648422128247,Male,1987-07-21,"3448 Phillip Pass Suite 598, Elizabethchester, ND 58210",2022-02-27,hospital_a,A-HOSP1-002694,,,False,Invalid Email,38,2022,2,1,Sunday
HOSP1-002695,Bailey,Webb,C,045-16-9520,4532514571723,Male,1964-12-01,"667 Juan Knoll Suite 286, Jaclynburgh, MA 51918",2024-01-27,hospital_a,A-HOSP1-002695,,,False,Invalid Email,60,2024,1,1,Saturday
HOSP1-002696,Julia,Vincent,B,674-87-6832,2958299657,Male,1939-02-27,"869 Williams Walk, North Johnside, CO 36295",2023-01-28,hospital_a,A-HOSP1-002696,,,False,Invalid Email,86,2023,1,1,Saturday
HOSP1-002697,Emily,Blake,K,784-63-9543,001292459899576592,Female,2015-01-12,"8255 Aaron Points, Port Melissaborough, TX 75159",2024-08-23,hospital_a,A-HOSP1-002697,,,False,Invalid Email,10,2024,8,3,Friday
HOSP1-002698,Dawn,Roberts,A,572-62-6731,8813758705,Male,1996-05-29,"6084 Valdez Knolls, East Alejandroburgh, LA 66079",2020-01-25,hospital_a,A-HOSP1-002698,,,False,Invalid Email,29,2020,1,1,Saturday
HOSP1-002699,Brooke,Page,H,430-07-2034,30549185772986,Male,1938-03-30,"012 Sara Ranch Apt. 494, Cooperton, CO 56704",2020-02-26,hospital_a,A-HOSP1-002699,,,False,Invalid Email,87,2020,2,1,Wednesday
HOSP1-002700,Julie,Hernandez,N,495-19-9525,179428766561854,Female,1947-01-09,"10692 Jennifer Brooks, Williamsburgh, NE 52365",2020-06-19,hospital_a,A-HOSP1-002700,,,False,Invalid Email,78,2020,6,2,Friday
HOSP1-002701,Dana,Larson,U,242-63-5620,001979975526473986,Female,1957-01-26,"Unit 5209 Box 1064, DPO AE 07349",2024-06-27,hospital_a,A-HOSP1-002701,,,False,Invalid Email,68,2024,6,2,Thursday
HOSP1-002702,Brian,Patrick,X,801-25-6977,99398730275152,Male,1979-11-07,"816 Allen Crest Apt. 620, Rebeccaborough, OK 27980",2020-07-24,hospital_a,A-HOSP1-002702,,,False,Invalid Email,45,2020,7,3,Friday
HOSP1-002703,Brent,Nguyen,A,373-20-7080,8399410006,Female,1949-03-13,"23445 Kimberly Drive Apt. 642, Michelletown, TX 98128",2021-11-22,hospital_a,A-HOSP1-002703,,,False,Invalid Email,76,2021,11,4,Monday
HOSP1-002704,Edward,Gomez,Y,862-65-8166,5722159323428,Male,1966-10-29,"PSC 2315, Box 3615, APO AE 67858",2022-02-01,hospital_a,A-HOSP1-002704,,,False,Invalid Email,58,2022,2,1,Tuesday
HOSP1-002705,Nichole,Patel,Y,420-51-9895,5964528259,Female,1996-10-12,"406 Evan Track Suite 174, South Jacquelinebury, NV 32656",2021-06-22,hospital_a,A-HOSP1-002705,,,False,Invalid Email,28,2021,6,2,Tuesday
HOSP1-002706,Elizabeth,Baker,I,285-42-4374,528885805738758,Female,1938-11-10,"952 Hendricks Mall Suite 726, South Tarachester, VA 36958",2024-01-26,hospital_a,A-HOSP1-002706,,,False,Invalid Email,86,2024,1,1,Friday
HOSP1-002707,Robert,Curry,N,500-38-3922,80475787693372,Male,1950-08-23,"34289 Anderson Point Suite 532, West Juanfort, KS 37444",2023-05-27,hospital_a,A-HOSP1-002707,,,False,Invalid Email,74,2023,5,2,Saturday
HOSP1-002708,Henry,Martinez,R,442-11-5279,34766910750030,Male,2001-03-22,"09510 Herring Circles, Johnstonbury, TX 66477",2023-10-16,hospital_a,A-HOSP1-002708,,,False,Invalid Email,24,2023,10,4,Monday
HOSP1-002709,Madison,Chan,I,415-17-4295,8983172192057,Male,2023-03-30,"7801 Stone Forge Suite 196, New Patricia, LA 30678",2024-08-01,hospital_a,A-HOSP1-002709,,,False,Invalid Email,2,2024,8,3,Thursday
HOSP1-002710,Matthew,Mckay,Q,308-36-8966,7744376850,Female,1992-08-01,"USNS Ford, FPO AA 39625",2021-03-23,hospital_a,A-HOSP1-002710,,,False,Invalid Email,33,2021,3,1,Tuesday
HOSP1-002711,Robert,Parker,N,829-04-0951,4794064205117,Male,2010-08-03,"867 Robert Mountains, Kristinaland, MO 50793",2022-07-31,hospital_a,A-HOSP1-002711,,,False,Invalid Email,15,2022,7,3,Sunday
HOSP1-002712,Maria,Jimenez,Q,176-59-9712,3257322015,Male,1970-06-30,"00749 Nathan Mews Suite 768, Johnsonland, FM 71667",2020-06-08,hospital_a,A-HOSP1-002712,,,False,Invalid Email,55,2020,6,2,Monday
HOSP1-002713,Donna,Wilson,Y,854-12-1421,87995012600594,Female,1944-02-21,"805 Turner Meadow, West Stephanieborough, IL 59970",2023-03-15,hospital_a,A-HOSP1-002713,,,False,Invalid Email,81,2023,3,1,Wednesday
HOSP1-002714,Brittany,Delacruz,O,472-79-7524,192226177661067,Female,1952-12-21,"655 Hammond Well Suite 856, North Madelineton, RI 31391",2024-02-19,hospital_a,A-HOSP1-002714,,,False,Invalid Email,72,2024,2,1,Monday
HOSP1-002715,Jessica,Dean,H,379-52-7899,8308777861,Female,1990-07-27,"6392 Ann Crest Suite 191, North Kyle, MA 95310",2022-12-10,hospital_a,A-HOSP1-002715,,,False,Invalid Email,35,2022,12,4,Saturday
HOSP1-002716,Holly,Burnett,V,725-06-3066,63761686072381,Female,1986-11-19,"48715 Craig Point Apt. 696, North Kimberlyborough, CO 64936",2023-01-11,hospital_a,A-HOSP1-002716,,,False,Invalid Email,38,2023,1,1,Wednesday
HOSP1-002717,Micheal,Marquez,S,274-89-1866,0013323540633,Male,2007-05-20,"79370 Gibson Rapids Suite 104, North Emilyville, OK 40227",2020-02-02,hospital_a,A-HOSP1-002717,,,False,Invalid Email,18,2020,2,1,Sunday
HOSP1-002718,James,Klein,A,875-41-1762,34874426884412,Female,1965-12-15,"1221 Andrews Forges, Popemouth, CT 08745",2024-09-24,hospital_a,A-HOSP1-002718,,,False,Invalid Email,59,2024,9,3,Tuesday
HOSP1-002719,Joel,Greene,I,419-95-2936,8114186965381,Male,1984-04-15,"89336 Kyle Fall Apt. 482, Gomezport, VA 11440",2022-09-03,hospital_a,A-HOSP1-002719,,,False,Invalid Email,41,2022,9,3,Saturday
HOSP1-002720,Crystal,Taylor,Y,369-92-2006,24536002862736,Male,1969-06-22,"PSC 5692, Box 0783, APO AP 84558",2024-04-19,hospital_a,A-HOSP1-002720,,,False,Invalid Email,56,2024,4,2,Friday
HOSP1-002721,Kurt,Martin,C,705-37-3646,3785159911,Female,1968-11-04,"Unit 8070 Box 4715, DPO AA 33855",2024-09-03,hospital_a,A-HOSP1-002721,,,False,Invalid Email,56,2024,9,3,Tuesday
HOSP1-002722,Amy,Baker,M,556-45-8838,590407338378224,Male,1998-04-20,"393 Adkins Causeway, Kathleenland, UT 43741",2024-09-19,hospital_a,A-HOSP1-002722,,,False,Invalid Email,27,2024,9,3,Thursday
HOSP1-002723,Luis,Little,J,368-30-4333,341742681391500,Male,1975-08-14,"04802 David Trace Suite 911, Beckerport, NJ 04364",2021-06-20,hospital_a,A-HOSP1-002723,,,False,Invalid Email,49,2021,6,2,Sunday
HOSP1-002724,Richard,Gray,Q,607-44-7636,9692524460,Female,1970-06-20,"995 Theresa Garden, Lake Jacobland, RI 73913",2023-09-23,hospital_a,A-HOSP1-002724,,,False,Invalid Email,55,2023,9,3,Saturday
HOSP1-002725,Stephanie,Matthews,G,090-29-3309,7694910091,Female,1954-04-02,"4417 Isabella Neck Apt. 188, Lawsonmouth, OR 13298",2021-11-01,hospital_a,A-HOSP1-002725,,,False,Invalid Email,71,2021,11,4,Monday
HOSP1-002726,Rebecca,Griffin,Q,687-18-2281,8203056910,Female,1976-08-30,"00172 Coleman Ports, Lake Joseph, LA 44806",2020-06-03,hospital_a,A-HOSP1-002726,,,False,Invalid Email,48,2020,6,2,Wednesday
HOSP1-002727,Tiffany,Bond,U,432-77-4264,9145712041,Female,1979-10-16,"0355 Lewis Run Suite 484, Port Cheryl, WA 65243",2024-07-12,hospital_a,A-HOSP1-002727,,,False,Invalid Email,45,2024,7,3,Friday
HOSP1-002728,Linda,Sullivan,X,512-57-9518,7766297577,Female,1999-07-06,"34990 Kimberly Isle, South Michaelburgh, AS 48436",2024-02-28,hospital_a,A-HOSP1-002728,,,False,Invalid Email,26,2024,2,1,Wednesday
HOSP1-002729,Patrick,English,R,578-57-9858,741558912007365,Male,1975-03-14,"33591 Martin Green, West Neil, MD 25945",2023-04-20,hospital_a,A-HOSP1-002729,,,False,Invalid Email,50,2023,4,2,Thursday
HOSP1-002730,Seth,Pitts,F,417-28-6211,4474033788,Female,1958-05-08,"118 Guerra Square Apt. 249, Lake Monica, WY 30437",2023-09-11,hospital_a,A-HOSP1-002730,,,False,Invalid Email,67,2023,9,3,Monday
HOSP1-002731,Richard,Barnes,F,812-27-6270,18353999001,Male,1927-11-27,"920 Pope Forge Suite 019, Lake John, OK 89659",2020-04-15,hospital_a,A-HOSP1-002731,,,False,Invalid Email,97,2020,4,2,Wednesday
HOSP1-002732,David,Brady,D,528-51-9549,3967700633050,Female,1975-02-02,"49817 Olivia Isle Suite 788, East Roberthaven, WY 70147",2020-10-08,hospital_a,A-HOSP1-002732,,,False,Invalid Email,50,2020,10,4,Thursday
HOSP1-002733,Jennifer,Copeland,G,871-03-3656,97479943603755,Female,1973-10-08,"942 Kristen Underpass Suite 365, Garyville, RI 13467",2024-01-31,hospital_a,A-HOSP1-002733,,,False,Invalid Email,51,2024,1,1,Wednesday
HOSP1-002734,Kimberly,Wagner,B,390-43-9149,9358222595,Male,1952-11-28,"64502 Miller Orchard Apt. 302, North Melinda, AS 81870",2021-11-15,hospital_a,A-HOSP1-002734,,,False,Invalid Email,72,2021,11,4,Monday
HOSP1-002735,Chelsea,Mathis,M,843-51-4844,368957324990022,Female,1931-07-13,"PSC 9995, Box 5921, APO AP 06438",2020-11-18,hospital_a,A-HOSP1-002735,,,False,Invalid Email,94,2020,11,4,Wednesday
HOSP1-002736,James,Thomas,T,064-02-4860,00193774383202865,Female,1951-02-23,"494 Andrea Island Apt. 912, Port Maureenfort, VT 07943",2020-12-01,hospital_a,A-HOSP1-002736,,,False,Invalid Email,74,2020,12,4,Tuesday
HOSP1-002737,Heather,Bautista,A,483-83-2150,0012787085777958,Female,1963-09-26,"60269 Haney Radial, East Wesley, IL 41783",2024-04-13,hospital_a,A-HOSP1-002737,,,False,Invalid Email,61,2024,4,2,Saturday
HOSP1-002738,Patricia,Pope,M,186-96-3016,158849377715126,Female,1930-07-23,"209 Lawson Haven, Lake Alyssamouth, IL 57096",2021-02-19,hospital_a,A-HOSP1-002738,,,False,Invalid Email,95,2021,2,1,Friday
HOSP1-002739,Elizabeth,Daniel,K,741-92-8776,2186166931239,Male,1937-10-13,"312 Aaron Crossing Suite 582, Gregorystad, HI 65162",2023-07-26,hospital_a,A-HOSP1-002739,,,False,Invalid Email,87,2023,7,3,Wednesday
HOSP1-002740,Stacey,Butler,Q,544-81-6642,8485657074,Female,1995-04-04,"671 Antonio Corners, Pamelaview, GA 54597",2024-01-03,hospital_a,A-HOSP1-002740,,,False,Invalid Email,30,2024,1,1,Wednesday
HOSP1-002741,Rodney,Sanchez,T,231-34-9014,9752726985,Female,1983-04-13,"183 Kevin Loaf, New Kevin, ID 54475",2020-03-06,hospital_a,A-HOSP1-002741,,,False,Invalid Email,42,2020,3,1,Friday
HOSP1-002742,Jennifer,Daniel,Z,663-37-4480,001832330182970218,Male,2016-11-25,"PSC 0887, Box 3701, APO AA 70344",2024-11-01,hospital_a,A-HOSP1-002742,,,False,Invalid Email,8,2024,11,4,Friday
HOSP1-002743,Javier,Johnson,J,676-51-9364,7965748441180,Male,2004-02-17,"180 Kirby Garden Suite 722, Baileychester, PW 13668",2022-07-26,hospital_a,A-HOSP1-002743,,,False,Invalid Email,21,2022,7,3,Tuesday
HOSP1-002744,Richard,Frank,W,687-69-0712,16153109200770,Female,2001-01-23,"717 Jesus Flats, Amyburgh, DE 69549",2024-02-10,hospital_a,A-HOSP1-002744,,,False,Invalid Email,24,2024,2,1,Saturday
HOSP1-002745,Jeffery,Taylor,L,820-26-5056,576807462858906,Male,1932-11-12,"811 Leblanc Square Suite 158, Lake Christinachester, MO 50795",2024-03-01,hospital_a,A-HOSP1-002745,,,False,Invalid Email,92,2024,3,1,Friday
HOSP1-002746,Michelle,Hubbard,F,237-01-2805,8649184425,Male,1944-12-25,"764 Stone Isle, Crystalmouth, GA 10300",2022-09-15,hospital_a,A-HOSP1-002746,,,False,Invalid Email,80,2022,9,3,Thursday
HOSP1-002747,Lauren,Mahoney,W,890-51-6273,8298425994115,Female,1949-11-02,"776 Brooks Valley, Douglasfurt, MI 26139",2022-09-09,hospital_a,A-HOSP1-002747,,,False,Invalid Email,75,2022,9,3,Friday
HOSP1-002748,Maureen,Wilson,L,152-31-9597,839946902518537,Male,2000-06-18,"2176 English Path, Ashleyville, FL 61111",2023-04-28,hospital_a,A-HOSP1-002748,,,False,Invalid Email,25,2023,4,2,Friday
HOSP1-002749,Katie,Graves,K,084-74-6076,001666628366910536,Male,1999-08-24,"367 Vincent Inlet, North Taylorhaven, WA 78181",2020-02-15,hospital_a,A-HOSP1-002749,,,False,Invalid Email,25,2020,2,1,Saturday
HOSP1-002750,Christopher,Owens,U,791-85-0315,68339755732031,Female,1959-06-05,"7647 Xavier Avenue, Blakeshire, MH 05197",2024-03-10,hospital_a,A-HOSP1-002750,,,False,Invalid Email,66,2024,3,1,Sunday
HOSP1-002751,Megan,Wagner,O,886-32-5795,7156332019,Male,1965-06-28,"Unit 6691 Box 6650, DPO AA 71089",2023-08-18,hospital_a,A-HOSP1-002751,,,False,Invalid Email,60,2023,8,3,Friday
HOSP1-002752,Glen,Johnson,O,619-26-3848,806896319556232,Female,2010-03-04,"2513 Ryan Ranch Apt. 486, Hernandezland, NY 40947",2021-08-15,hospital_a,A-HOSP1-002752,,,False,Invalid Email,15,2021,8,3,Sunday
HOSP1-002753,Autumn,Pearson,C,500-65-6575,78867945459574,Male,1995-05-23,"2519 Gonzalez Fields, Davisbury, PR 43822",2020-05-13,hospital_a,A-HOSP1-002753,,,False,Invalid Email,30,2020,5,2,Wednesday
HOSP1-002754,Victor,Lambert,Z,729-16-6370,001844585273373313,Female,1975-03-02,"985 Harris Vista, Mccoychester, AK 75603",2022-01-06,hospital_a,A-HOSP1-002754,,,False,Invalid Email,50,2022,1,1,Thursday
HOSP1-002755,Anna,Jackson,N,826-44-9833,0015112106664,Male,1955-05-01,"24113 Samantha Overpass Suite 918, Port Brandonstad, MI 71846",2023-05-26,hospital_a,A-HOSP1-002755,,,False,Invalid Email,70,2023,5,2,Friday
HOSP1-002756,Pamela,Scott,E,600-87-5841,00186081980554588,Female,1959-10-30,"7125 Jared Parkways Apt. 796, Stacyport, NY 15023",2021-08-12,hospital_a,A-HOSP1-002756,,,False,Invalid Email,65,2021,8,3,Thursday
HOSP1-002757,Calvin,Carter,N,551-75-3355,1826457359445200,Male,2000-12-05,"522 Smith Club, Beardchester, RI 72032",2024-01-30,hospital_a,A-HOSP1-002757,,,False,Invalid Email,24,2024,1,1,Tuesday
HOSP1-002758,Nicole,Singh,C,251-12-0846,6076551316,Female,2012-02-01,"411 Kenneth Unions Suite 105, West Whitney, NJ 62554",2021-02-15,hospital_a,A-HOSP1-002758,,,False,Invalid Email,13,2021,2,1,Monday
HOSP1-002759,Andrew,Griffin,F,697-15-9333,16495796983889,Male,1960-10-14,"30159 Parker Street, Singhbury, SC 46218",2022-08-24,hospital_a,A-HOSP1-002759,,,False,Invalid Email,64,2022,8,3,Wednesday
HOSP1-002760,Dustin,Young,K,364-97-0973,14918065673353,Female,1928-02-26,"1506 Aguilar Ports, Port Karen, WV 12771",2020-06-20,hospital_a,A-HOSP1-002760,,,False,Invalid Email,97,2020,6,2,Saturday
HOSP1-002761,Jonathan,Malone,Y,439-30-2447,8017729167,Male,1953-05-22,"206 Angela Gateway Suite 298, West Adriennetown, IL 04735",2020-10-26,hospital_a,A-HOSP1-002761,,,False,Invalid Email,72,2020,10,4,Monday
HOSP1-002762,Thomas,Campbell,Q,269-56-9099,9562423145086,Female,1978-06-30,"85053 Mark Fords, Williamston, AZ 49111",2020-09-08,hospital_a,A-HOSP1-002762,,,False,Invalid Email,47,2020,9,3,Tuesday
HOSP1-002763,Janet,Ruiz,Y,073-82-9757,001616621960974365,Female,2010-03-22,"0050 Parks Isle Suite 143, South Michaelmouth, FL 11945",2023-04-09,hospital_a,A-HOSP1-002763,,,False,Invalid Email,15,2023,4,2,Sunday
HOSP1-002764,Yvette,Owens,F,083-55-6957,3189910198,Male,1943-09-16,"76453 Tucker Mall, West Bryan, OR 30893",2024-01-09,hospital_a,A-HOSP1-002764,,,False,Invalid Email,81,2024,1,1,Tuesday
HOSP1-002765,Holly,Peterson,P,818-78-4557,58237079651232,Male,1973-04-22,"USCGC Gonzalez, FPO AE 74219",2021-06-27,hospital_a,A-HOSP1-002765,,,False,Invalid Email,52,2021,6,2,Sunday
HOSP1-002766,Jessica,Lewis,G,590-70-5764,6525014907,Female,1962-02-26,"8323 Young Mountains, New Kenneth, DC 93133",2021-07-05,hospital_a,A-HOSP1-002766,,,False,Invalid Email,63,2021,7,3,Monday
HOSP1-002767,Cathy,Hernandez,J,153-30-6394,9168199394,Male,1981-10-06,"776 Charles Loaf Suite 890, Thomasmouth, FM 36471",2024-05-02,hospital_a,A-HOSP1-002767,,,False,Invalid Email,43,2024,5,2,Thursday
HOSP1-002768,Gregory,Costa,I,455-54-4667,5798996706990,Male,1979-05-02,"388 Douglas Fords Suite 334, South Stephaniemouth, CO 20606",2022-03-09,hospital_a,A-HOSP1-002768,,,False,Invalid Email,46,2022,3,1,Wednesday
HOSP1-002769,Kayla,Roberts,E,053-32-0399,16274706780817,Female,1928-06-20,"280 Avila Drive Suite 385, North Shawn, SC 18028",2022-07-26,hospital_a,A-HOSP1-002769,,,False,Invalid Email,97,2022,7,3,Tuesday
HOSP1-002770,Kevin,Hale,K,031-28-9250,47594236480515,Female,1989-10-27,"011 Rasmussen Mount, New Nathanberg, CT 54952",2022-02-05,hospital_a,A-HOSP1-002770,,,False,Invalid Email,35,2022,2,1,Saturday
HOSP1-002771,Brittany,Fleming,H,726-97-4448,591837423139718,Female,1987-03-21,"4507 King Freeway Suite 369, East Matthew, AS 21388",2020-10-27,hospital_a,A-HOSP1-002771,,,False,Invalid Email,38,2020,10,4,Tuesday
HOSP1-002772,James,Henson,P,681-14-9515,9712815846,Male,1972-03-29,"9766 Blair Knoll Apt. 143, Lake Thomasborough, IL 53032",2024-04-01,hospital_a,A-HOSP1-002772,,,False,Invalid Email,53,2024,4,2,Monday
HOSP1-002773,Tracy,Davidson,F,108-03-4345,519475129246211,Female,1940-04-25,"93110 David Springs Apt. 075, Isaiahmouth, GU 70817",2023-02-11,hospital_a,A-HOSP1-002773,,,False,Invalid Email,85,2023,2,1,Saturday
HOSP1-002774,Nancy,Fischer,E,658-10-4758,5174030108,Female,1998-10-28,"103 Gary Manors Apt. 207, New Kellyfurt, SD 44203",2020-08-27,hospital_a,A-HOSP1-002774,,,False,Invalid Email,26,2020,8,3,Thursday
HOSP1-002775,Stacey,Richards,F,771-77-3619,6424407478,Male,2017-07-12,"6085 Erik Loop, New Codyborough, MA 52464",2022-05-24,hospital_a,A-HOSP1-002775,,,False,Invalid Email,8,2022,5,2,Tuesday
HOSP1-002776,Melissa,Jackson,U,349-44-0392,9869182830,Female,1924-01-01,"6353 Christy Roads, Rachaelton, PR 11098",2021-06-08,hospital_a,A-HOSP1-002776,,,False,Invalid Email,101,2021,6,2,Tuesday
HOSP1-002777,Robert,Bright,O,194-63-7255,0015974275623302,Female,1999-06-19,"6515 Joshua Flat Apt. 217, Cassandraside, VI 52943",2024-08-13,hospital_a,A-HOSP1-002777,,,False,Invalid Email,26,2024,8,3,Tuesday
HOSP1-002778,Frank,West,K,498-83-0320,85264211885658,Male,1957-10-15,"397 Angela Village Suite 680, North Maria, AS 45997",2022-07-05,hospital_a,A-HOSP1-002778,,,False,Invalid Email,67,2022,7,3,Tuesday
HOSP1-002779,Linda,Ramirez,Q,523-85-6361,3474920476,Female,1978-03-14,"9782 Julie Trace, Josephburgh, WY 10009",2020-04-11,hospital_a,A-HOSP1-002779,,,False,Invalid Email,47,2020,4,2,Saturday
HOSP1-002780,Judith,Woods,I,029-11-4353,92596429886651,Male,1976-08-10,"70054 Nelson Mission, West Gregorymouth, CA 05085",2023-07-15,hospital_a,A-HOSP1-002780,,,False,Invalid Email,48,2023,7,3,Saturday
HOSP1-002781,Holly,Kerr,P,400-14-9065,19413587396526,Female,1976-04-25,"7001 Melissa Isle, Lake Melissa, VT 63938",2021-12-28,hospital_a,A-HOSP1-002781,,,False,Invalid Email,49,2021,12,4,Tuesday
